sample_old,tot,het,period_2,period_3,period_4,period_5,period_6
HG04189,33315,23805,19418,3420,7864,2262,351
HG03685,33127,23542,19309,3431,7774,2279,334
HG03692,33129,23073,19284,3439,7870,2185,351
HG03965,33135,23575,19328,3429,7793,2257,328
HG03642,33226,23532,19342,3432,7853,2256,343
HG03977,33344,23552,19350,3456,7921,2286,331
HG03989,33287,23357,19263,3495,7913,2272,344
HG03991,33153,23294,19365,3404,7837,2226,321
HG04038,32995,23191,19150,3462,7798,2243,342
HG03729,33307,23667,19350,3482,7861,2277,337
HG04076,33316,23597,19351,3427,7904,2304,330
HG03731,33275,23478,19356,3478,7812,2294,335
HG04002,33313,23673,19343,3491,7838,2286,355
HG03736,33109,23397,19242,3453,7809,2261,344
HG04014,33084,23415,19293,3379,7811,2277,324
HG03743,32980,23082,19186,3387,7795,2263,349
HG04019,33292,23752,19343,3436,7878,2266,369
HG04094,33189,23414,19326,3460,7832,2250,321
HG04026,32859,22642,19066,3394,7815,2241,343
HG04099,33397,23765,19349,3541,7875,2285,347
HG04033,33255,23595,19350,3447,7829,2276,353
HG04107,33171,23063,19321,3439,7840,2244,327
NA12878,32514,22940,18962,3418,7615,2180,339
NA18489,39049,30340,21759,4267,9691,2902,430
HG04056,32515,21289,18949,3373,7710,2159,324
NA18504,38648,29666,21588,4229,9574,2818,439
HG04063,33316,23371,19291,3483,7869,2312,361
HG04070,31830,19518,18553,3288,7510,2145,334
NA18511,39083,30299,21734,4315,9661,2923,450
HG04075,33070,23237,19293,3380,7792,2246,359
NA18516,38923,30049,21731,4236,9630,2897,429
HG03875,32849,22564,19175,3377,7800,2153,344
NA18523,38903,30144,21713,4281,9652,2812,445
HG03882,33279,23743,19363,3407,7910,2268,331
NA18528,32404,22345,18979,3386,7565,2143,331
HG03887,33224,23573,19370,3400,7863,2233,358
NA18530,32617,22488,19115,3364,7657,2158,323
HG03894,32950,22837,19146,3434,7845,2187,338
NA18535,32218,22109,18867,3259,7604,2166,322
HG03899,32775,22697,19139,3365,7724,2210,337
NA18542,32430,22484,18949,3338,7626,2168,349
HG03969,33240,23535,19428,3407,7831,2237,337
NA18547,32371,22297,19030,3281,7534,2187,339
HG03971,33218,23570,19264,3429,7961,2246,318
NA18559,32372,22399,19034,3278,7590,2124,346
HG03976,33224,23622,19324,3487,7860,2225,328
NA18561,32440,22492,19062,3262,7603,2176,337
NA18566,32248,22169,19020,3303,7474,2121,330
HG03990,33338,23555,19386,3470,7892,2247,343
NA18573,32317,22396,18934,3284,7579,2184,336
HG03995,33283,23633,19337,3432,7884,2277,353
NA18592,32345,22143,19039,3305,7472,2190,339
HG03902,33182,23761,19323,3422,7860,2225,352
NA18597,32570,22518,19063,3329,7672,2172,334
HG03907,33207,23318,19340,3405,7878,2257,327
NA18605,32405,22312,18993,3372,7551,2147,342
HG03914,33183,23533,19297,3442,7867,2219,358
NA18612,32448,22378,19021,3343,7565,2194,325
HG03919,33238,23747,19342,3416,7848,2298,334
NA18617,32430,22257,19022,3343,7562,2153,350
HG03926,33131,23575,19319,3441,7778,2232,361
NA18624,32570,22467,19041,3362,7611,2225,331
HG04164,33504,24024,19489,3426,7941,2320,328
NA18629,32419,22370,19047,3332,7565,2146,329
HG04171,33328,23931,19485,3435,7818,2242,348
NA18631,32305,22249,18954,3383,7512,2137,319
HG04176,33091,23547,19198,3426,7820,2301,346
NA18636,32716,22629,19198,3362,7632,2195,329
HG04183,33105,23530,19296,3472,7756,2232,349
NA18643,32360,22229,18917,3342,7603,2150,348
HG04188,33177,23564,19281,3464,7834,2269,329
NA18648,32678,22600,19125,3337,7678,2202,336
HG04001,33378,23762,19416,3448,7897,2266,351
NA18908,38755,29949,21597,4206,9674,2847,431
HG04006,33172,23559,19282,3376,7897,2271,346
NA18910,38824,30066,21570,4261,9666,2895,432
HG04018,33429,23530,19424,3503,7929,2224,349
NA18915,38900,30136,21775,4310,9552,2827,436
HG04020,33168,23367,19316,3435,7836,2261,320
NA18934,38568,29807,21586,4227,9553,2777,425
HG04025,32992,22816,19220,3344,7885,2204,339
NA18939,32349,22130,19003,3349,7507,2158,332
HG04140,33015,23355,19260,3345,7752,2307,351
NA18941,32331,22090,18955,3274,7620,2154,328
HG04152,32909,22567,19205,3427,7761,2191,325
NA18946,32271,22140,18866,3310,7563,2200,332
NA18953,32266,22004,18898,3310,7545,2165,348
HG03940,33457,23760,19422,3470,7979,2249,337
NA18960,32663,22423,19130,3348,7639,2215,331
HG03945,33100,23214,19238,3432,7839,2269,322
NA18965,32487,22618,18958,3357,7658,2186,328
NA18534,32365,22240,18944,3282,7635,2174,330
NA18539,32493,22386,19057,3379,7594,2143,320
NA18541,32515,22566,19048,3303,7657,2203,304
NA18546,32403,22358,19042,3334,7583,2127,317
NA11832,32856,23167,19165,3435,7708,2189,359
NA18553,32655,22513,19059,3345,7735,2168,348
NA18558,32366,22385,18958,3323,7558,2191,336
NA11894,32684,23140,19063,3395,7658,2239,329
NA18560,32419,22322,18966,3352,7589,2165,347
NA11919,32720,23186,19108,3395,7677,2211,329
NA18565,32414,22343,19047,3324,7587,2133,323
NA11933,32653,23390,18856,3401,7785,2283,328
NA18572,32481,22341,19107,3352,7558,2142,322
NA11995,32355,22678,18829,3369,7617,2197,343
NA18577,32518,22393,19058,3360,7619,2145,336
NA12006,32589,23003,18955,3408,7735,2187,304
NA18591,32335,22182,18968,3310,7576,2152,329
NA12044,32492,23024,19008,3349,7645,2173,317
NA18596,32223,22078,18938,3314,7477,2177,317
NA18609,32510,22434,19031,3318,7659,2170,332
NA18611,32393,22452,19030,3326,7568,2159,310
NA12234,32552,22895,18980,3364,7669,2218,321
NA18616,32314,22326,18926,3343,7532,2185,328
NA18623,32435,22349,19066,3365,7543,2136,325
NA12272,32627,23048,19027,3430,7654,2189,327
NA18628,32427,22229,19027,3320,7608,2148,324
NA18630,32607,22550,19116,3372,7584,2191,344
NA12342,32343,22225,18887,3343,7606,2183,324
NA18635,32387,22373,18935,3309,7598,2208,337
NA12347,32419,22907,18886,3348,7646,2212,327
NA18642,32438,22490,19052,3336,7574,2157,319
NA12400,32710,23118,19101,3405,7702,2191,311
NA18647,32604,22559,19013,3342,7720,2190,339
NA12760,32689,23088,19048,3415,7665,2227,334
NA11829,32685,23150,19062,3316,7747,2219,341
NA12777,32467,22672,19021,3362,7613,2134,337
NA11831,32694,23256,19032,3364,7707,2248,343
NA12828,32793,23212,19030,3434,7745,2238,346
NA11843,32501,22918,18935,3355,7704,2166,341
NA12830,32617,23056,19042,3380,7675,2200,320
NA11881,32483,22888,18915,3379,7689,2178,322
NA12842,32496,22956,18922,3379,7708,2147,340
NA11893,32726,23235,19040,3437,7684,2240,325
NA12873,32511,23126,18903,3384,7685,2195,344
NA11918,32509,22932,18969,3364,7641,2205,330
NA19026,38591,29824,21423,4252,9674,2813,429
NA11920,32626,23098,19038,3321,7728,2181,358
NA19038,38755,30007,21624,4260,9583,2857,431
NA11932,32571,22959,19006,3323,7674,2231,337
NA19057,32234,21984,18868,3318,7566,2160,322
NA11994,32757,23231,19108,3323,7773,2234,319
NA19064,32255,22293,18917,3251,7618,2148,321
NA12005,32537,22918,19060,3298,7633,2198,348
NA19076,32346,22077,19076,3262,7543,2155,310
NA19083,32389,22148,19073,3315,7522,2141,338
NA12889,32737,23106,19087,3417,7705,2190,338
NA19088,32447,22410,18987,3314,7665,2147,334
NA19090,32475,22409,18992,3342,7659,2151,331
NA18488,38752,29916,21530,4285,9704,2814,419
NA19095,38536,29574,21428,4230,9691,2769,418
NA18749,32278,22179,19008,3275,7532,2145,318
NA18508,39307,30672,21919,4322,9716,2883,467
NA18510,38505,29875,21396,4232,9663,2800,414
NA18522,38770,29893,21674,4227,9590,2845,434
NA18864,38549,29753,21502,4263,9564,2782,438
NA18871,38950,30209,21770,4251,9594,2871,464
NA18876,38820,30105,21661,4244,9628,2823,464
NA18972,32423,22336,18970,3339,7629,2155,330
NA12776,32814,23262,19133,3427,7694,2211,349
NA18977,32418,22183,18973,3307,7647,2165,326
NA12815,32797,23172,19198,3352,7725,2192,330
NA18984,32261,21554,18930,3307,7541,2161,322
NA12827,32698,23257,19094,3334,7721,2226,323
NA18989,32451,22258,19055,3330,7573,2160,333
NA18991,32313,22186,18917,3335,7601,2131,329
NA12872,32660,23101,19058,3380,7712,2187,323
NA19002,32345,22188,19050,3312,7499,2144,340
NA12043,32552,23086,19021,3366,7668,2171,326
NA19007,32566,22429,19150,3326,7571,2195,324
NA12144,32599,23008,19059,3314,7665,2233,328
NA19019,38813,30043,21700,4232,9580,2885,416
NA12156,32810,23198,19052,3398,7799,2235,326
NA19153,38751,29857,21609,4247,9652,2806,437
NA19160,38622,29863,21488,4241,9612,2867,414
NA12283,32764,23145,19153,3373,7680,2233,325
NA19172,39088,30151,21773,4272,9713,2891,439
NA12341,32764,23214,19092,3419,7695,2216,342
NA19184,38675,29763,21588,4233,9578,2865,411
NA07037,32663,23083,19077,3354,7740,2165,327
NA19189,38540,29338,21490,4242,9566,2819,423
NA07051,32537,22823,18934,3346,7685,2213,359
NA07056,32669,22976,19058,3359,7703,2210,339
NA07347,32762,23151,19022,3425,7708,2269,338
NA19204,38807,29896,21695,4260,9617,2802,433
NA19209,39028,30356,21793,4265,9718,2807,445
NA19350,38894,30200,21604,4301,9686,2857,446
NA18748,32460,22377,19001,3344,7580,2196,339
NA19355,39164,30396,21806,4324,9763,2836,435
NA18856,38862,30111,21685,4231,9695,2818,433
NA19374,39140,30637,21828,4176,9824,2874,438
NA19379,38835,30412,21688,4216,9666,2867,398
NA18868,38777,30009,21618,4211,9676,2832,440
NA18870,38962,30069,21698,4387,9661,2794,422
NA19393,39078,30297,21730,4344,9691,2877,436
HG04222,33312,23608,19356,3424,7860,2332,340
NA19401,38927,30189,21681,4266,9714,2830,436
HG04227,33110,23310,19314,3446,7803,2211,336
HG04239,33212,23758,19233,3468,7922,2265,324
NA19437,38652,29965,21604,4186,9597,2841,424
HG04195,33329,23802,19325,3476,7900,2286,342
NA19449,38754,30133,21578,4214,9673,2845,444
NA19451,38733,29916,21612,4180,9667,2845,429
HG04210,33176,23635,19363,3425,7833,2206,349
NA19456,38879,30232,21631,4260,9693,2859,436
NA19463,38737,30175,21511,4293,9689,2832,412
NA19037,38870,30105,21702,4266,9617,2845,440
NA19468,38740,30107,21585,4269,9594,2869,423
NA19056,32432,22345,18966,3311,7642,2190,323
NA19475,38626,30122,21483,4257,9621,2831,434
NA19063,32550,22394,19100,3352,7531,2222,345
NA19068,32514,22279,19004,3325,7655,2190,340
NA19658,32554,22975,19000,3318,7702,2192,342
NA19070,32401,22305,19036,3286,7583,2175,321
NA19075,32304,22213,18987,3293,7551,2152,321
NA19082,32532,22355,19056,3353,7668,2120,335
NA19087,32222,22125,18940,3299,7511,2127,345
NA19684,32976,23788,19160,3395,7851,2237,333
NA19099,38855,30139,21688,4258,9616,2850,443
NA19704,38196,29701,21320,4142,9502,2790,442
NA19222,38733,29890,21622,4189,9661,2831,430
NA19711,38361,29847,21562,4188,9412,2783,416
NA19239,38649,29861,21633,4188,9601,2819,408
NA19716,32881,23035,19149,3411,7798,2178,345
NA19723,33154,23548,19292,3421,7851,2257,333
NA19309,38711,30019,21556,4288,9637,2808,422
NA19728,31834,20351,18589,3316,7479,2132,318
NA19316,38837,30208,21655,4263,9678,2806,435
NA19735,32070,21146,18693,3307,7540,2186,344
NA19323,38726,29925,21654,4186,9549,2895,442
NA19785,32616,22275,19013,3392,7643,2226,342
NA19328,38966,30042,21782,4280,9636,2857,411
NA19792,33235,23633,19321,3406,7869,2284,355
NA19347,38463,29829,21527,4250,9455,2809,422
NA19901,38382,29571,21405,4228,9507,2798,444
NA19378,38613,29896,21510,4239,9571,2846,447
NA19913,37775,29203,21249,4070,9331,2723,402
NA19380,38530,29907,21578,4235,9473,2807,437
NA19385,38940,30357,21739,4283,9649,2831,438
NA19920,38315,29705,21568,4105,9485,2743,414
NA19397,39000,30223,21825,4258,9623,2859,435
NA19982,38354,29955,21499,4195,9473,2780,407
NA19429,38870,30230,21735,4160,9639,2911,425
NA19223,38619,29820,21568,4221,9562,2826,442
NA19431,38866,30166,21717,4250,9562,2908,429
NA19235,38757,30069,21683,4234,9566,2836,438
NA19436,38747,30182,21495,4282,9729,2793,448
NA19247,38447,29550,21435,4261,9551,2782,418
NA19443,38614,30043,21489,4217,9607,2882,419
NA19448,38866,29974,21639,4269,9686,2843,429
NA19312,39064,30358,21890,4292,9647,2802,433
NA18907,38690,29846,21579,4191,9627,2864,429
NA19317,38860,30196,21584,4260,9703,2881,432
NA19324,39003,30439,21701,4283,9749,2830,440
NA18933,38923,29960,21655,4312,9670,2835,451
NA19331,39105,30398,21837,4315,9667,2863,423
NA18940,32409,22478,18973,3331,7622,2162,321
NA18945,32243,22046,18965,3323,7508,2134,313
NA19108,38639,29693,21579,4198,9582,2855,425
NA18952,32282,22088,18839,3338,7672,2113,320
NA18957,32544,22248,18988,3335,7671,2206,344
NA18964,32441,22194,19050,3315,7597,2157,322
NA18969,32395,22406,19026,3284,7544,2203,338
NA18971,32354,22300,19013,3309,7565,2130,337
NA19141,38649,29764,21619,4243,9534,2817,436
NA18976,32553,22473,19023,3355,7679,2157,339
NA19146,38866,30056,21603,4300,9636,2883,444
NA18983,32290,22070,18908,3351,7579,2127,325
NA18988,32585,22401,19171,3290,7667,2118,339
NA19747,32680,22772,19027,3451,7670,2203,329
NA18990,32434,22260,18910,3332,7659,2209,324
NA18995,32420,22178,19032,3270,7602,2171,345
NA19759,32206,21907,18830,3323,7595,2143,315
NA19001,32478,22441,18967,3385,7662,2142,322
NA19761,32739,22976,19016,3393,7807,2180,343
NA19006,32471,22267,19059,3327,7572,2182,331
NA19020,38881,30130,21639,4167,9709,2917,449
NA19773,32885,23562,19119,3379,7808,2229,350
NA19025,38921,29961,21734,4226,9620,2904,437
NA19152,38827,29913,21695,4252,9559,2879,442
NA19780,32975,23214,19187,3444,7774,2226,344
NA19171,38549,29621,21523,4282,9539,2793,412
NA20282,37651,29371,21229,4081,9253,2691,397
NA19190,38975,30158,21644,4302,9684,2895,450
NA20287,38175,29660,21372,4168,9440,2776,419
NA20294,38290,29719,21381,4219,9491,2771,428
NA20299,35631,27527,20271,3761,8672,2523,404
NA19210,38592,29857,21560,4182,9576,2826,448
NA20314,32275,22168,18819,3333,7633,2161,329
NA19455,38918,30276,21637,4268,9692,2864,457
NA19462,38859,30143,21685,4248,9636,2865,425
NA20504,32786,23237,19139,3386,7712,2215,334
NA19467,38761,30073,21592,4300,9615,2821,433
NA20509,32737,23159,19023,3393,7776,2208,337
NA19474,39007,30199,21682,4259,9779,2847,440
NA20511,32577,23030,19014,3386,7673,2183,321
NA19652,32934,23529,19120,3414,7759,2268,373
NA20516,32647,22989,19104,3373,7688,2152,330
NA19657,32806,22938,18977,3441,7845,2199,344
NA20528,32757,23260,19009,3367,7778,2248,355
NA19664,32780,23118,19037,3388,7838,2179,338
NA20530,32887,23399,19137,3442,7756,2230,322
NA19669,32729,23176,19047,3405,7744,2197,336
NA20535,32768,23162,19071,3412,7711,2231,343
NA20542,32847,23186,19171,3404,7753,2198,321
NA19102,38686,29882,21581,4261,9595,2825,424
NA20585,32339,22074,18807,3340,7621,2256,315
NA19107,38701,29790,21675,4174,9637,2791,424
NA20756,32764,23270,19054,3429,7740,2186,355
NA19114,38799,29845,21573,4263,9668,2838,457
NA20763,32738,23359,19075,3377,7771,2193,322
NA19119,38744,29980,21548,4203,9714,2832,447
NA20768,32842,23220,19153,3411,7752,2202,324
NA19121,38693,29709,21541,4287,9627,2808,430
NA20770,33056,23524,19274,3435,7782,2247,318
NA19138,38557,29573,21531,4214,9564,2841,407
NA20775,32791,23209,19058,3440,7676,2256,361
NA20787,32806,23054,19188,3396,7677,2223,322
NA20799,32737,23018,19122,3383,7725,2195,312
NA19676,33047,23517,19143,3424,7883,2260,337
NA20802,32893,23270,19164,3439,7763,2185,342
NA20807,32601,23147,19011,3310,7709,2232,339
NA19703,38182,29728,21390,4160,9432,2779,421
NA20814,32919,23485,19224,3389,7740,2224,342
NA20819,32523,22806,18987,3317,7725,2167,327
NA19722,32952,23263,19102,3474,7792,2240,344
NA20821,32846,23324,19004,3406,7851,2247,338
NA20826,32888,23243,19142,3370,7817,2217,342
NA19734,32285,22439,18887,3362,7572,2157,307
NA20845,33301,23690,19352,3488,7887,2243,331
NA20503,32767,23117,19119,3431,7690,2190,337
NA21141,32971,23101,19227,3439,7735,2235,335
NA20508,32725,23050,19072,3382,7702,2237,332
NA20510,32680,23188,19087,3342,7721,2187,343
NA20515,32535,22746,19005,3400,7629,2173,328
NA20321,37564,28999,21103,4043,9291,2723,404
NA20522,32796,23184,19119,3395,7729,2220,333
NA20527,32642,23183,19046,3393,7648,2222,333
NA20340,38379,29886,21541,4212,9430,2789,407
NA20534,32604,23126,19028,3378,7645,2225,328
NA20539,32742,23150,19079,3396,7703,2226,338
NA20357,38487,29779,21560,4169,9507,2802,449
NA20541,32783,23125,19161,3384,7703,2210,325
NA20895,32975,23353,19117,3408,7840,2282,328
NA20589,32988,23345,19161,3405,7851,2232,339
NA20903,33229,23472,19324,3424,7872,2270,339
NA20755,32867,23212,19259,3373,7689,2205,341
NA20908,33109,23370,19199,3437,7895,2254,324
NA20910,33038,23332,19199,3471,7779,2258,331
NA19789,33120,23558,19184,3433,7906,2274,323
NA21088,33151,23491,19211,3459,7874,2264,343
NA20852,32917,23157,19120,3404,7802,2254,337
NA20864,33090,23495,19216,3455,7884,2200,335
NA19835,38273,29641,21556,4153,9409,2734,421
NA20869,33217,23381,19331,3415,7866,2262,343
NA19900,38222,29781,21389,4177,9475,2761,420
NA21108,32847,22951,19073,3404,7788,2254,328
NA19917,38463,29834,21527,4307,9381,2816,432
NA21110,33169,23401,19242,3420,7915,2237,355
NA21115,33123,23497,19303,3418,7816,2234,352
NA20762,32775,23182,19167,3359,7726,2214,309
NA21122,33000,23134,19175,3389,7850,2235,351
NA20767,32636,23199,19059,3371,7710,2153,343
NA21127,33257,23671,19317,3437,7902,2263,338
NA20774,32711,23203,19071,3382,7684,2221,353
NA20876,33130,23367,19284,3435,7827,2254,330
NA20786,32723,23248,19055,3387,7721,2219,341
NA20798,32853,23208,19068,3426,7800,2202,357
NA20888,32939,23104,19188,3382,7823,2222,324
NA20801,32810,23321,19102,3399,7773,2227,309
NA20890,33120,23391,19291,3418,7795,2272,344
NA20806,32873,23193,19071,3438,7763,2259,342
NA21090,33350,23606,19347,3396,7947,2293,367
NA20813,33013,23452,19193,3449,7796,2226,349
NA21095,32772,22362,19062,3397,7734,2237,342
NA20818,32723,23222,19081,3388,7675,2258,321
NA21103,33187,23403,19238,3436,7882,2284,347
NA20832,32747,23278,19085,3425,7698,2190,349
NA20274,34966,26611,20045,3678,8384,2480,379
NA20281,38004,29584,21360,4171,9298,2768,407
NA20298,38537,29853,21633,4144,9525,2807,428
NA20318,37460,29269,21070,4066,9177,2727,420
NA20320,38108,29620,21193,4151,9502,2856,406
NA20332,37547,29089,21030,4092,9210,2789,426
NA20351,37447,29321,21102,4065,9163,2702,415
NA20356,38384,29954,21397,4218,9543,2793,433
NA19741,31954,21302,18664,3294,7546,2135,315
NA19746,32486,22274,18971,3356,7682,2162,315
NA19758,32193,21709,18849,3289,7606,2130,319
NA19777,33261,23915,19317,3450,7869,2282,343
NA20849,33084,23385,19243,3365,7837,2282,357
NA20851,33162,23445,19276,3519,7793,2251,323
NA20856,33071,23429,19338,3396,7786,2225,326
NA20863,33243,23549,19347,3424,7902,2252,318
NA20868,33025,23233,19273,3414,7832,2175,331
NA20870,32893,23300,19181,3358,7801,2223,330
NA20894,33136,23444,19284,3463,7812,2236,341
NA20899,33081,23219,19284,3429,7767,2254,347
NA20902,33110,23318,19283,3388,7824,2265,350
NA21087,33229,23496,19318,3528,7772,2273,338
NA20875,32876,23206,19185,3424,7696,2241,330
NA20882,32917,23313,19228,3408,7731,2231,319
NA20887,33062,23442,19278,3491,7758,2199,336
NA21133,33259,23584,19349,3428,7895,2241,346
NA21114,33221,23481,19331,3491,7840,2219,340
NA21119,32998,23277,19212,3419,7777,2259,331
NA21126,33074,23319,19177,3447,7865,2229,356
NA21094,33140,23217,19340,3423,7818,2237,322
NA21099,33063,23331,19159,3405,7892,2242,365
NA21102,33166,23516,19186,3522,7882,2227,349
NA21107,33038,23255,19239,3404,7828,2236,331
HG00109,32509,22970,18967,3383,7635,2185,339
HG00111,32441,22788,18937,3335,7628,2225,316
HG00116,32642,22924,19025,3346,7708,2231,332
HG00123,32628,23097,18941,3434,7677,2229,347
HG00128,32672,23199,19046,3356,7679,2242,349
HG00130,32565,23071,18886,3404,7685,2253,337
HG00142,32625,23081,19021,3400,7691,2200,313
HG00154,32676,23027,19005,3394,7722,2213,342
HG00159,32586,23041,19020,3389,7645,2215,317
HG00173,32552,22919,19029,3345,7686,2172,320
HG00178,32567,22814,18890,3362,7769,2225,321
HG00180,32614,22868,18994,3374,7705,2212,329
HG00157,32725,23097,19103,3369,7706,2222,325
HG00185,32644,23001,19123,3325,7685,2183,328
HG00171,32560,22791,18915,3406,7676,2246,317
HG00231,32671,23042,19012,3429,7697,2203,330
HG00176,32750,22981,18989,3433,7771,2212,345
HG00236,32632,22570,18988,3411,7704,2196,333
HG00183,32797,23050,19169,3365,7697,2240,326
HG00243,32747,23241,19038,3354,7728,2278,349
HG00188,32576,22968,18947,3380,7720,2195,334
HG00318,32380,22780,18851,3350,7708,2155,316
HG00190,32594,22844,18994,3357,7681,2220,342
HG00320,32399,22649,18873,3375,7647,2186,318
HG00234,32585,23059,18983,3373,7650,2232,347
HG00325,32384,22521,18895,3355,7634,2178,322
HG00239,32461,22800,18888,3380,7657,2203,333
HG00332,32484,22885,18987,3340,7629,2205,323
HG00246,32554,23069,18989,3368,7690,2182,325
HG00337,32669,22994,19018,3385,7710,2214,342
HG00253,32698,23205,19073,3422,7669,2196,338
HG00344,32614,23010,18971,3424,7702,2189,328
HG00258,32754,23276,19054,3407,7695,2259,339
HG00349,32587,22733,18983,3389,7671,2215,329
HG00260,32494,22874,18878,3366,7709,2204,337
HG00351,32471,22705,18847,3396,7779,2125,324
HG00265,32558,22962,18991,3351,7668,2222,326
HG00356,32703,23001,19051,3365,7771,2181,335
HG00272,32352,22650,18880,3293,7644,2211,324
HG00368,32518,22630,18957,3358,7706,2178,319
HG00277,32658,23039,19054,3387,7635,2238,344
HG00375,32572,22823,18875,3431,7690,2225,351
HG00284,32542,22910,18948,3364,7671,2216,343
HG00382,32568,22842,18979,3349,7660,2235,345
HG00479,32249,22248,18833,3304,7564,2210,338
HG00407,32581,22646,19072,3346,7662,2162,339
HG00419,32551,22505,19069,3333,7630,2199,320
HG00513,32565,22421,19043,3406,7593,2193,330
HG00421,32242,22064,19001,3273,7543,2101,324
HG00525,32348,21986,18963,3300,7611,2172,302
HG00553,34035,24975,19637,3571,8086,2380,361
HG00537,32351,22308,18936,3338,7609,2144,324
HG00560,32374,22359,18990,3310,7542,2196,336
HG00565,32404,22411,18952,3343,7622,2151,336
HG00551,33340,24091,19338,3509,7893,2264,336
HG00556,32149,22052,18876,3293,7494,2158,328
HG00584,32673,22638,19070,3392,7660,2230,321
HG00589,32310,22172,18950,3294,7577,2160,329
HG00099,32430,22760,18992,3288,7619,2196,335
HG00102,32503,22769,18975,3351,7722,2131,324
HG00596,32460,22386,19058,3318,7581,2167,336
HG00107,32482,22740,18895,3408,7661,2185,333
HG00114,32598,22805,19004,3397,7703,2169,325
HG00611,32039,22005,18863,3325,7400,2123,328
HG00119,32649,23117,19063,3356,7700,2211,319
HG00121,32448,22754,18921,3372,7657,2169,329
HG00250,32476,22944,18976,3372,7618,2192,318
HG00126,32815,23165,19062,3369,7825,2228,331
HG00255,32648,22893,19019,3409,7691,2172,357
HG00133,32878,23309,19110,3379,7828,2244,317
HG00262,32294,22805,18749,3363,7665,2183,334
HG00138,32680,23148,19013,3366,7742,2209,350
HG00267,32403,22715,18946,3341,7618,2174,324
HG00140,32209,22749,18741,3406,7562,2173,327
HG00274,32423,22710,19019,3346,7609,2120,329
HG00145,32535,23021,19004,3386,7624,2186,335
HG00281,32555,22759,19034,3339,7651,2208,323
HG00304,32663,23067,19052,3309,7787,2184,331
HG00306,32485,22781,19029,3354,7596,2179,327
HG00309,32563,22927,18996,3326,7752,2154,335
HG00313,32562,22934,18911,3391,7742,2206,312
HG00311,32469,22891,18923,3403,7613,2203,327
HG00323,32346,22562,18849,3344,7652,2177,324
HG00445,32570,22536,19189,3334,7574,2164,309
HG00328,32543,22760,18956,3373,7665,2218,331
HG00452,32506,22346,19069,3361,7562,2166,348
HG00330,32664,22940,19053,3386,7668,2240,317
HG00457,32532,22390,19032,3349,7677,2143,331
HG00335,32363,22800,18920,3345,7600,2164,334
HG00464,32531,22361,19041,3357,7627,2160,346
HG00342,32379,22649,18944,3332,7589,2199,315
HG00476,32201,22035,18870,3305,7570,2121,335
HG00534,32498,22445,19054,3308,7616,2200,320
HG00361,32518,22649,18937,3397,7625,2236,323
HG00096,32731,23136,19088,3379,7706,2231,327
HG00366,32615,22873,19029,3394,7669,2204,319
HG00729,32325,22360,18961,3347,7565,2135,317
HG00373,32344,22608,18915,3336,7599,2160,334
HG00731,32694,23260,18976,3414,7766,2192,346
HG00378,32599,22853,18932,3376,7776,2194,321
HG00736,33040,23645,19242,3385,7816,2264,333
HG00380,32537,22963,19029,3337,7680,2166,325
HG00743,33227,23851,19309,3415,7897,2247,359
HG00844,32423,22320,18959,3299,7641,2202,322
HG00599,32586,22516,19086,3374,7629,2169,328
HG00851,32211,22038,18951,3327,7518,2110,305
HG00607,32475,22319,18999,3344,7620,2178,334
HG00614,32437,22248,19016,3364,7574,2162,321
HG01082,34200,25251,19700,3590,8201,2339,370
HG00619,32202,21972,18922,3305,7523,2122,330
HG01094,33810,24679,19540,3525,8089,2314,342
HG00626,32499,22408,19084,3345,7581,2185,304
HG01102,33839,24624,19535,3610,8023,2331,340
HG01107,34486,25537,19822,3629,8292,2381,362
HG00436,32361,22360,18935,3377,7572,2148,329
HG01119,32902,23416,19200,3372,7800,2197,333
HG00443,32372,22261,18986,3348,7516,2184,338
HG01121,33158,23790,19227,3487,7851,2254,339
HG00448,32540,22395,19080,3312,7663,2157,328
HG01133,32858,23334,19156,3376,7745,2242,339
HG00638,34172,25043,19630,3607,8251,2324,360
HG01140,32989,23343,19141,3440,7787,2278,343
HG00640,33101,23674,19129,3485,7881,2257,349
HG01164,33243,23881,19266,3484,7874,2277,342
HG00657,32410,22348,19069,3356,7498,2158,329
HG01171,34326,25244,19814,3609,8194,2348,361
HG01176,33530,24231,19465,3464,7958,2286,357
HG00671,32526,22549,19060,3386,7577,2174,329
HG01183,33770,24443,19515,3579,8064,2276,336
HG01188,34355,25333,19777,3564,8275,2386,353
HG00683,32491,22297,18993,3368,7622,2189,319
HG01190,33985,24747,19650,3535,8141,2321,338
HG00690,32334,22120,19006,3312,7600,2096,320
HG00623,32286,22116,18926,3295,7602,2139,324
HG01326,33449,24206,19417,3460,7960,2275,337
HG00628,32506,22470,19018,3321,7661,2176,330
HG01345,33183,23669,19276,3434,7897,2228,348
HG01357,32665,23097,19012,3415,7706,2191,341
HG00654,32318,22263,18935,3324,7568,2169,322
HG01369,33374,23475,19331,3499,7941,2250,353
HG01241,37336,28857,21103,4004,9125,2685,419
HG01112,32871,23158,19125,3437,7735,2242,332
HG01253,33251,24046,19314,3458,7836,2286,357
HG01124,33992,24672,19658,3559,8103,2309,363
HG01131,33125,23682,19334,3386,7825,2238,342
HG01260,33830,24672,19575,3536,8081,2273,365
HG01136,33348,24037,19406,3488,7855,2245,354
